ObjectID,Latitude,Longitude,EnterpriseID,RegionalID,GeoID,OperatingStatTypeCode,OperatingFutureStatTypeCode,ServEffectiveDate,StopTypeCode,AtStreet,OnStreet,StopHeading,PositionTypeCode,LocationDesc,MessageText,InventorySurveyorTypeCode,StopInvenSurvDate,BenchCount,InfocaseOwner,BikeRacks,PostedRouteSched,PostedVicinMap,PostedRouteMap,PedPadSizeTypeCode,PedPadMaterialTypeCode,PedPadObstructTypeCode,PedPadCurbConnection,BusRearDoorPedPad,BusRearDoorPedPadObstruction,SidewalkWidth,SidewalkCurbConnection,SidewalkPedPadConnection,SidewalkSlopeWheelchairViable,SidewalkObstructionTypeCode,SidewalkImpedanceTypeCode,NearSideCurbRampSlope,NearSideCurbRamp,FarSideCurbRamp,AtStreetCurbRamp,AtStreetOppCurbRamp,OnStreetNearSideCrosswalk,OnStreetFarSideCrosswalk,AtStreetCrosswalk,AtStreetOppCrosswalk,OnStreetStopSignOrLight,OnStreetPedCrossingSignal,AtStreetPedCrossingSignal,ParkingRestrictTypeCode,NoParkingZoneLength,ConflictingNoParkingSigns,StreetLightWithin30Ft,LEDDisplay,AccessibilityRating
4895,38.848079,-77.272885,1300343,5002040,14325,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,COLONIAL AVE,PICKETT RD,"Quantity[359, ""AngularDegrees""]",NEA,,PICKETT RD + COLONIAL AVE,Fairfax County,"DateObject[{2007, 5, 14, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[7.4, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
4896,38.835932,-76.961036,1309560,3000604,2092,PRS,NON,"DateObject[{1971, 1, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,CALLAWAY ST,23RD PKY,"Quantity[19, ""AngularDegrees""]",FAR,,23RD PKY + CALLAWAY ST,KFH Associates,"DateObject[{2006, 7, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,FALSE,FALSE,NON,UPV,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,,TRUE,,FALSE
4897,38.931998,-77.072756,1302274,1002100,7661,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WOODLEY RD NW,WISCONSIN AVE NW,"Quantity[188, ""AngularDegrees""]",NEA,LIMITED EXPRESS STOP,WISCONSIN AVE NW + WOODLEY RD NW,KFH Associates,"DateObject[{2008, 8, 5, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,TRUE,,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[4.2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4898,38.758615,-77.25737,1300002,5000035,193,PRS,NON,"DateObject[{1978, 9, 25, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,HANKS PL,ARLEY DR,"Quantity[285, ""AngularDegrees""]",FAR,@ FIRE HYDRANT,ARLEY DR + HANKS PL,KFH Associates,"DateObject[{2012, 4, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,NON,"Quantity[6, ""Percent""]",FALSE,FALSE,TRUE,E,FALSE,FALSE,FALSE,E,FALSE,FALSE,FALSE,Allowed Unmarked,,FALSE,FALSE,FALSE,FALSE
4899,38.957206,-76.858424,1311340,3001698,8755,PRS,NON,"DateObject[{1978, 12, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ALCONA ST,WHITFIELD CHAPEL RD,"Quantity[190, ""AngularDegrees""]",NEA,,WHITFIELD CHAPEL RD + ALCONA ST,KFH Associates,"DateObject[{2006, 10, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,FALSE,,FALSE
4900,38.838815,-76.908136,1304053,3000627,2247,PRS,NON,"DateObject[{1975, 4, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ROCK QUARRY TER,SUITLAND RD,"Quantity[297, ""AngularDegrees""]",NEA,60' E OF -,SUITLAND RD + ROCK QUARRY TER,KFH Associates,"DateObject[{2006, 9, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,FALSE,FALSE,FALSE,58O,CON,SHL,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[3.6, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
4901,38.947147,-76.872415,1301564,3002921,14717,PRS,NON,"DateObject[{1999, 5, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,BUS BAY E,NEW CARROLLTON STATION,"Quantity[229, ""AngularDegrees""]",MID,,NEW CARROLLTON STATION + BUS BAY E,KFH Associates,"DateObject[{2006, 12, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[11, ""Feet""]",TRUE,TRUE,FALSE,NON,,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,No Parking Lane,,,TRUE,,TRUE
4902,38.870609,-77.16985,1310214,5004580,18581,PRS,NON,"DateObject[{2008, 9, 5, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,CHERRY ST,ARLINGTON BLVD,"Quantity[0, ""AngularDegrees""]",FAR,LOC 80' W OF ---,ARLINGTON BLVD + CHERRY ST,KFH Associates,"DateObject[{2012, 4, 16, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,TRUE,NON,NON,"Quantity[2.7, ""Percent""]",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
4903,38.903109,-76.736915,1310205,3004090,17215,PRS,NON,"DateObject[{2010, 3, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,ASHLEIGH STATION CT,HALL RD,"Quantity[134, ""AngularDegrees""]",FAX,150' E IF ---,HALL RD + ASHLEIGH STATION CT,KFH Associates,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
4904,38.926424,-77.022726,1301965,1001939,7387,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,GRESHAM PL NW,GEORGIA AVE NW,"Quantity[353, ""AngularDegrees""]",NEX,,GEORGIA AVE NW + GRESHAM PL NW,KFH Associates,"DateObject[{2006, 6, 8, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,BRK,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[7.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4905,38.987379,-76.819325,1310721,3002179,9795,PRS,NON,"DateObject[{1978, 2, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,GLENN DALE RD,LANHAM SEVERN RD,"Quantity[58, ""AngularDegrees""]",NEA,RT 193,LANHAM SEVERN RD + GLENN DALE RD,KFH Associates,"DateObject[{2006, 11, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
4906,38.839905,-77.310552,1300380,5000898,2288,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,WEST DR,CHAIN BRIDGE RD,"Quantity[29, ""AngularDegrees""]",,@ VEPCO POLE #ME88 (OPPO),CHAIN BRIDGE RD + WEST DR,KFH Associates,"DateObject[{2009, 3, 4, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[7, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[2.7, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,TRUE,,TRUE
4907,38.900857,-76.912907,1301173,3001085,5906,PRS,NON,"DateObject[{1991, 11, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,60TH AVE,ADDISON RD,"Quantity[345, ""AngularDegrees""]",FAR,100' N OF -,ADDISON RD + 60TH AVE,KFH Associates,"DateObject[{2008, 7, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[2.7, ""Percent""]",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,TRUE
4908,38.993591,-76.959433,1305416,3002248,9931,PRS,NON,"DateObject[{1994, 2, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,26TH PL,ADELPHI RD,"Quantity[131, ""AngularDegrees""]",FAR,@ PEPCO POLE #811422-5445,ADELPHI RD + 26TH PL,KFH Associates,"DateObject[{2006, 6, 5, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
4909,38.901275,-76.770319,1310508,3003066,14864,PRS,NON,"DateObject[{1996, 10, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,SIX FLAGS PARK,CENTRAL AVE,"Quantity[267, ""AngularDegrees""]",NEA,300' E OF ENTR,CENTRAL AVE + SIX FLAGS PARK,KFH Associates,"DateObject[{2006, 12, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,FALSE,No Parking Lane,,,FALSE,,FALSE
4910,38.985574,-76.98137,1305345,3002159,18768,PRS,NON,"DateObject[{1960, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,UNIVERSITY BLVD E,15TH AVE,"Quantity[40, ""AngularDegrees""]",FAR,,15TH AVE + UNIVERSITY BLVD E,KFH Associates,"DateObject[{2006, 6, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[5.8, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4911,38.98709,-77.036245,1308406,1002948,11863,PRS,NON,"DateObject[{1938, 6, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,LEEGATE RD,16TH ST NW,"Quantity[358, ""AngularDegrees""]",NEA,,16TH ST NW + LEEGATE RD,KFH Associates,"DateObject[{2006, 6, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58O,CON,TRC,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[6.2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
4912,39.049274,-77.102546,1309311,2000579,10764,PRS,NON,"DateObject[{1969, 11, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BOILING BROOK PKY,PARKLAWN DR,"Quantity[146, ""AngularDegrees""]",NEA,N OF DRWY TO GAS STATION,PARKLAWN DR + BOILING BROOK PKY,KFH Associates,"DateObject[{2012, 2, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[3, ""Feet""]",TRUE,TRUE,TRUE,FIR,NON,"Quantity[7.7, ""Percent""]",TRUE,TRUE,,TRUE,TRUE,TRUE,E,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
4913,39.070583,-77.012992,1300967,2000778,11069,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,KIMBLEWICK DR,RANDOLPH RD,"Quantity[228, ""AngularDegrees""]",FAR,,RANDOLPH RD + KIMBLEWICK DR,KFH Associates,"DateObject[{2012, 3, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[7, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[2.4, ""Percent""]",FALSE,FALSE,TRUE,E,FALSE,FALSE,TRUE,E,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
4914,38.914692,-77.054279,1307524,1001613,6773,PRS,NON,"DateObject[{1963, 7, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,#2540,MASSACHUSETTS AVE NW,"Quantity[132, ""AngularDegrees""]",MID,(FRT) 5' W OF E DRWY OF CANADIAN EMB,MASSACHUSETTS AVE NW + #2540,KFH Associates,"DateObject[{2006, 5, 23, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,TRUE,FALSE,TRUE,58O,CON,BSP,TRUE,FALSE,E,"Quantity[7, ""Feet""]",FALSE,TRUE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4915,38.810881,-77.245497,1304735,5000516,1065,PRS,NON,"DateObject[{1986, 7, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,STONE HAVEN DR,BRADDOCK RD,"Quantity[264, ""AngularDegrees""]",FAR,@ LANDING PAD,BRADDOCK RD + STONE HAVEN DR,KFH Associates,"DateObject[{2012, 5, 7, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,TRUE,TRUE,NON,NON,"Quantity[6.9, ""Percent""]",FALSE,FALSE,TRUE,E,FALSE,FALSE,FALSE,E,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,
4916,38.902687,-76.938507,1301649,1001248,6064,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,44TH ST NE,SHERIFF RD NE,"Quantity[92, ""AngularDegrees""]",NEA,,SHERIFF RD NE + 44TH ST NE,KFH Associates,"DateObject[{2006, 6, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,UPV,"Quantity[6.7, ""Percent""]",TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,Allowed Marked,,FALSE,TRUE,,
4917,38.909727,-77.032412,1307574,1001446,6475,PRS,NON,"DateObject[{2006, 12, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,14TH ST NW,P ST NW,"Quantity[269, ""AngularDegrees""]",FAR,,P ST NW + 14TH ST NW,KFH Associates,"DateObject[{2009, 7, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,FALSE,58O,CON,SHL,TRUE,FALSE,E,"Quantity[8, ""Feet""]",FALSE,TRUE,FALSE,,,"Quantity[4.4, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,TRUE,FALSE,,FALSE
4918,38.909597,-77.052001,1307563,1001435,6464,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,ROCK CREEK & POTOMAC PKWY RAMP,P ST NW,"Quantity[91, ""AngularDegrees""]",FAR,,P ST NW + ROCK CREEK & POTOMAC PKWY RAMP,KFH Associates,"DateObject[{2006, 7, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,TRUE,FALSE,FALSE,58U,BRK,NON,TRUE,TRUE,,"Quantity[6, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[5.2, ""Percent""]",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4919,38.967723,-77.027577,1308654,1002767,9225,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,PINEY BRANCH RD NW,GEORGIA AVE NW,"Quantity[184, ""AngularDegrees""]",NEA,,GEORGIA AVE NW + PINEY BRANCH RD NW,KFH Associates,"DateObject[{2006, 5, 10, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,BRK,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[4.9, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4920,38.79593,-76.900692,1310194,3003683,17244,PRS,NON,"DateObject[{2010, 6, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,COOLRIDGE DR,OLD BRANCH AVE,"Quantity[164, ""AngularDegrees""]",FAR,FRT OF #6811,OLD BRANCH AVE + COOLRIDGE DR,KFH Associates,"DateObject[{2006, 6, 26, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,FALSE
4921,38.856826,-77.108402,1311720,6001298,3128,PRS,NON,"DateObject[{2011, 3, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,S BUCHANAN ST,COLUMBIA PIKE,"Quantity[250, ""AngularDegrees""]",NEA,,COLUMBIA PIKE + S BUCHANAN ST,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
4922,38.84793,-76.971165,1310027,1000199,2671,PRS,NON,"DateObject[{1985, 10, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,23RD ST SE,SAVANNAH ST SE,"Quantity[79, ""AngularDegrees""]",NEA,40' W OF STOP SIGN,SAVANNAH ST SE + 23RD ST SE,KFH Associates,"DateObject[{2006, 5, 2, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[3.4, ""Percent""]",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4923,38.90171,-76.979324,1308113,1003240,13684,PRS,NON,"DateObject[{1981, 7, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,17TH ST NE,MARYLAND AVE NE,"Quantity[63, ""AngularDegrees""]",NEA,,MARYLAND AVE NE + 17TH ST NE,KFH Associates,"DateObject[{2006, 7, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,TRUE,,"Quantity[6, ""Feet""]",FALSE,TRUE,TRUE,NON,SLP,"Quantity[4, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4924,38.896224,-77.021729,1307416,1001011,5551,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,7TH ST NW,E ST NW,"Quantity[271, ""AngularDegrees""]",NEA,,E ST NW + 7TH ST NW,KFH Associates,"DateObject[{2006, 6, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,BRK,NON,TRUE,FALSE,E,"Quantity[11, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[5.9, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4925,38.889733,-76.980964,1307946,1000798,5090,PRS,NON,"DateObject[{1950, 2, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,17TH ST SE,E CAPITOL ST NE,"Quantity[89, ""AngularDegrees""]",NEA,,E CAPITOL ST NE + 17TH ST SE,KFH Associates,"DateObject[{2006, 7, 5, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,FALSE,NON,UPV,"Quantity[5.9, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4926,38.938287,-76.859749,1310280,3001421,7970,PRS,NON,"DateObject[{1989, 11, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,SHARP ST,ARDWICK ARDMORE RD,"Quantity[324, ""AngularDegrees""]",MIX,OPPO @ SPEED LIMIT SIGN W OF DRWY TO GAS STA,ARDWICK ARDMORE RD + SHARP ST,KFH Associates,"DateObject[{2006, 9, 7, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[9.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,FALSE
4927,38.911407,-77.024211,1307653,1001524,6604,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,9TH ST NW,RHODE ISLAND AVE NW,"Quantity[66, ""AngularDegrees""]",NEA,,RHODE ISLAND AVE NW + 9TH ST NW,KFH Associates,"DateObject[{2006, 7, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[4.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4928,39.082464,-76.863674,1311625,3004231,18359,PRS,NON,"DateObject[{2011, 3, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,CYPRESS ST,BALTIMORE AVE,"Quantity[202, ""AngularDegrees""]",NEA,,BALTIMORE AVE + CYPRESS ST,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
4929,38.955584,-77.033302,1308351,1002595,8673,PRS,NON,"DateObject[{1985, 7, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,COLORADO AVE NW,14TH ST NW,"Quantity[2, ""AngularDegrees""]",MID,,14TH ST NW + COLORADO AVE NW,KFH Associates,"DateObject[{2006, 5, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[3.5, ""Percent""]",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4930,39.076013,-76.868268,1310201,3004086,17155,PRS,NON,"DateObject[{2009, 12, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,CONTEE RD,BALTIMORE AVE,"Quantity[41, ""AngularDegrees""]",NEA,S OF HOSP SIGN,BALTIMORE AVE + CONTEE RD,KFH Associates,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
